id,name,parent,type,is_deleted,created_at,updated_at,active,source_id
1830968,Taxer Hat,1830473,7,FALSE,now(),now(),TRUE,92165
1830969,Santinagor,1830473,7,FALSE,now(),now(),TRUE,92157
1830970,Saha Pur,1830473,7,FALSE,now(),now(),TRUE,35962
1830971,Banglar Hat,1830473,7,FALSE,now(),now(),TRUE,92235
1830972,Taxer Hat Vitor Bazar,1830473,7,FALSE,now(),now(),TRUE,148736
1830973,Saha Pur,1830473,7,FALSE,now(),now(),TRUE,92153
1830974,Taxer Hat Bazar,1830473,7,FALSE,now(),now(),TRUE,148738
1830975,Three Star Community Center Gate,1830473,7,FALSE,now(),now(),TRUE,92168
1830976,Banglar Hat,1830473,7,FALSE,now(),now(),TRUE,92236
1830977,Santinagor,1830473,7,FALSE,now(),now(),TRUE,92158
1830978,Mira Para,1830473,7,FALSE,now(),now(),TRUE,13870
1830979,Fire Service Office,1830473,7,FALSE,now(),now(),TRUE,92151
1830980,Mira Para,1830473,7,FALSE,now(),now(),TRUE,45218
1830981,Taxer Hat Road,1830473,7,FALSE,now(),now(),TRUE,148735
1830982,Saha Pur,1830473,7,FALSE,now(),now(),TRUE,92154
1830983,Taxer Hat Road,1830473,7,FALSE,now(),now(),TRUE,148739
1830984,Taxer Hat,1830473,7,FALSE,now(),now(),TRUE,148737
1830985,Banglar Hat,1830473,7,FALSE,now(),now(),TRUE,92237
1830986,Saha Pur,1830473,7,FALSE,now(),now(),TRUE,92155
1830987,Boter Tol,1830474,7,FALSE,now(),now(),TRUE,92103
1830988,Boter Tol,1830474,7,FALSE,now(),now(),TRUE,92104
1830989,Medical More Badarganj,1830474,7,FALSE,now(),now(),TRUE,148754
1830990,Bishno Pur,1830474,7,FALSE,now(),now(),TRUE,92100
1830991,Kuthir Par,1830474,7,FALSE,now(),now(),TRUE,92108
1830992,Mohila College More,1830474,7,FALSE,now(),now(),TRUE,148758
1830993,Pach Tepotir More,1830474,7,FALSE,now(),now(),TRUE,92113
1830994,Medical Road Badarganj,1830474,7,FALSE,now(),now(),TRUE,148757
1830995,Mohila College Road,1830474,7,FALSE,now(),now(),TRUE,46590
1830996,Medical More Badarganj,1830474,7,FALSE,now(),now(),TRUE,148756
1830997,Medical Road Badarganj,1830474,7,FALSE,now(),now(),TRUE,148755
1830998,Mohila College More,1830474,7,FALSE,now(),now(),TRUE,144132
1830999,Boter Tol,1830474,7,FALSE,now(),now(),TRUE,92105
1831000,Sahapara,1830474,7,FALSE,now(),now(),TRUE,121151
1831001,Mohila College More,1830474,7,FALSE,now(),now(),TRUE,148759
1831002,Sahapara,1830474,7,FALSE,now(),now(),TRUE,55557
1831003,Boter Tol,1830474,7,FALSE,now(),now(),TRUE,148761
1831004,Bishno Pur,1830474,7,FALSE,now(),now(),TRUE,92101
1831005,Mohila College Road,1830474,7,FALSE,now(),now(),TRUE,148760
1831006,Bishno Pur,1830474,7,FALSE,now(),now(),TRUE,92102
1831007,Thana Road,1830475,7,FALSE,now(),now(),TRUE,6940
1831008,Goru Hat,1830475,7,FALSE,now(),now(),TRUE,22634
1831009,Puraton Bazar Road,1830475,7,FALSE,now(),now(),TRUE,148734
1831010,Kacha Bazar More,1830475,7,FALSE,now(),now(),TRUE,92201
1831011,Pollibiddut Road,1830475,7,FALSE,now(),now(),TRUE,92207
1831012,Mita Hall,1830475,7,FALSE,now(),now(),TRUE,92205
1831013,Mita Hall,1830475,7,FALSE,now(),now(),TRUE,92206
1831014,Puraton Bazar Road,1830475,7,FALSE,now(),now(),TRUE,85900
1831015,Dhan Hati,1830475,7,FALSE,now(),now(),TRUE,91924
1831016,Kacha Bazar More,1830475,7,FALSE,now(),now(),TRUE,92203
1831017,Puraton Bazar,1830476,7,FALSE,now(),now(),TRUE,121866
1831018,Notun Bazar,1830476,7,FALSE,now(),now(),TRUE,19475
1831019,Haque More,1830476,7,FALSE,now(),now(),TRUE,92081
1831020,Notun Bazar,1830476,7,FALSE,now(),now(),TRUE,17145
1831021,Sohid Minar More,1830476,7,FALSE,now(),now(),TRUE,92086
1831022,Puraton Bazar Road,1830476,7,FALSE,now(),now(),TRUE,85900
1831023,Notun Bazar vitor,1830476,7,FALSE,now(),now(),TRUE,148763
1831024,Sohid Minar More,1830476,7,FALSE,now(),now(),TRUE,92087
1831025,Notun Bazar vitor,1830476,7,FALSE,now(),now(),TRUE,148762
1831026,Haque More,1830476,7,FALSE,now(),now(),TRUE,92082
1831027,Osman Pur,1830477,7,FALSE,now(),now(),TRUE,92190
1831028,Badarganj CO Bazar,1830477,7,FALSE,now(),now(),TRUE,148727
1831029,Pokhi hana,1830477,7,FALSE,now(),now(),TRUE,148733
1831030,Pokhi hana,1830477,7,FALSE,now(),now(),TRUE,148730
1831031,Badarganj CO Bazar Road,1830477,7,FALSE,now(),now(),TRUE,148728
1831032,C.o.Road,1830477,7,FALSE,now(),now(),TRUE,92185
1831033,Unta Para,1830477,7,FALSE,now(),now(),TRUE,92198
1831034,Noya Para,1830477,7,FALSE,now(),now(),TRUE,123108
1831035,Osman Pur,1830477,7,FALSE,now(),now(),TRUE,92191
1831036,Noya Para,1830477,7,FALSE,now(),now(),TRUE,93624
1831037,RBB 2 Vata,1830477,7,FALSE,now(),now(),TRUE,92197
1831038,Pokhi hana,1830477,7,FALSE,now(),now(),TRUE,148729
1831039,Pokhi hana,1830477,7,FALSE,now(),now(),TRUE,148732
1831040,Badarganj CO Bazar,1830477,7,FALSE,now(),now(),TRUE,148731
1831041,Foyjar Para,1830478,7,FALSE,now(),now(),TRUE,92227
1831042,Kumar Para,1830478,7,FALSE,now(),now(),TRUE,24162
1831043,Harivanga,1830478,7,FALSE,now(),now(),TRUE,92230
1831044,12 No Rail Gate,1830478,7,FALSE,now(),now(),TRUE,92221
1831045,12 No Rail Gate,1830478,7,FALSE,now(),now(),TRUE,92220
1831046,Foyjar Para,1830478,7,FALSE,now(),now(),TRUE,92228
1831047,Laldighi Natun Bazar,1830478,7,FALSE,now(),now(),TRUE,92231
1831048,Gujir Danga Hat,1830478,7,FALSE,now(),now(),TRUE,92229
1831049,Ambiyar More,1830478,7,FALSE,now(),now(),TRUE,92222
1831050,Maya Vobon,1830478,7,FALSE,now(),now(),TRUE,92232
1831051,Baluya Vata,1830478,7,FALSE,now(),now(),TRUE,92225
1831052,Ambiyar More,1830478,7,FALSE,now(),now(),TRUE,92223
1831053,Ambiyar More,1830478,7,FALSE,now(),now(),TRUE,92224
1831054,Rahamat Bazar,1830479,7,FALSE,now(),now(),TRUE,92217
1831055,Vatar Par,1830479,7,FALSE,now(),now(),TRUE,92218
1831056,Kazir Hat,1830479,7,FALSE,now(),now(),TRUE,47700
1831057,Bala Para Road,1830479,7,FALSE,now(),now(),TRUE,148725
1831058,Bala Para,1830479,7,FALSE,now(),now(),TRUE,90580
1831059,Aowlia Gonj,1830479,7,FALSE,now(),now(),TRUE,92209
1831060,Moyna Kuri,1830479,7,FALSE,now(),now(),TRUE,92213
1831061,Moyna Kuri,1830479,7,FALSE,now(),now(),TRUE,92214
1831062,Bala Para,1830479,7,FALSE,now(),now(),TRUE,92610
1831063,Bala Para Road,1830479,7,FALSE,now(),now(),TRUE,148726
1831064,Moyna Kuri,1830479,7,FALSE,now(),now(),TRUE,148724
1831065,Bala Para,1830479,7,FALSE,now(),now(),TRUE,92211
1831066,Kolkond Godown,1830480,7,FALSE,now(),now(),TRUE,91789
1831067,Pirer Hat,1830480,7,FALSE,now(),now(),TRUE,148796
1831068,Boro Mosjid,1830480,7,FALSE,now(),now(),TRUE,49465
1831069,Monthona Hat,1830480,7,FALSE,now(),now(),TRUE,91792
1831070,Mohonar Hat,1830480,7,FALSE,now(),now(),TRUE,133231
1831071,Pirer Hat,1830480,7,FALSE,now(),now(),TRUE,85794
1831072,Sillanir Mazar,1830480,7,FALSE,now(),now(),TRUE,91799
1831073,Mon Bottola,1830480,7,FALSE,now(),now(),TRUE,91791
1831074,Sillanir Mazar,1830480,7,FALSE,now(),now(),TRUE,91800
1831075,Kolkond Godown,1830480,7,FALSE,now(),now(),TRUE,91790
1831076,Boro Mosjid,1830480,7,FALSE,now(),now(),TRUE,70675
1831077,Monthona Hat,1830480,7,FALSE,now(),now(),TRUE,148794
1831078,Sillanir Mazar,1830480,7,FALSE,now(),now(),TRUE,91798
1831079,Monthona Hat,1830480,7,FALSE,now(),now(),TRUE,148795
1831080,Mon Bottola,1830480,7,FALSE,now(),now(),TRUE,148797
1831081,Boro Mosjid,1830480,7,FALSE,now(),now(),TRUE,148798
1831082,Mazarer Par,1830480,7,FALSE,now(),now(),TRUE,133230
1831083,Dhontola Bazar,1830481,7,FALSE,now(),now(),TRUE,91720
1831084,Okrabari Hat,1830481,7,FALSE,now(),now(),TRUE,133246
1831085,Malifer Bazar,1830481,7,FALSE,now(),now(),TRUE,91723
1831086,Balatari More,1830481,7,FALSE,now(),now(),TRUE,133248
1831087,Langoler Hat,1830481,7,FALSE,now(),now(),TRUE,133247
1831088,Shapara Stand,1830481,7,FALSE,now(),now(),TRUE,133245
1831089,Betgari Bus Stand,1830481,7,FALSE,now(),now(),TRUE,133244
1831090,Shapara Stand,1830481,7,FALSE,now(),now(),TRUE,148819
1831091,Betgari Bus Stand,1830481,7,FALSE,now(),now(),TRUE,148820
1831092,Langoler Hat,1830481,7,FALSE,now(),now(),TRUE,91721
1831093,Pana Pukur,1830481,7,FALSE,now(),now(),TRUE,91729
1831094,Okrabari Hat,1830481,7,FALSE,now(),now(),TRUE,91727
1831095,Dhontola Bazar,1830481,7,FALSE,now(),now(),TRUE,91719
1831096,Malifer Bazar,1830481,7,FALSE,now(),now(),TRUE,91722
1831097,Balatari More,1830481,7,FALSE,now(),now(),TRUE,148822
1831098,Okrabari Hat,1830481,7,FALSE,now(),now(),TRUE,91728
1831099,Shapara Stand,1830481,7,FALSE,now(),now(),TRUE,148818
1831100,Betgari Bus Stand,1830481,7,FALSE,now(),now(),TRUE,148821
1831101,Burirhat ricksha Stand,1830482,7,FALSE,now(),now(),TRUE,91771
1831102,Burirhat ricksha Stand,1830482,7,FALSE,now(),now(),TRUE,91772
1831103,Burirhat Vitor Bazar,1830482,7,FALSE,now(),now(),TRUE,91776
1831104,Goru Hati,1830482,7,FALSE,now(),now(),TRUE,92717
1831105,Burirhat Vitor Bazar,1830482,7,FALSE,now(),now(),TRUE,91777
1831106,Goru Hati,1830482,7,FALSE,now(),now(),TRUE,92845
1831107,Gojghonta Road,1830482,7,FALSE,now(),now(),TRUE,91780
1831108,Burirhat ricksha Stand,1830482,7,FALSE,now(),now(),TRUE,148825
1831109,Gojghonta Road,1830482,7,FALSE,now(),now(),TRUE,148826
1831110,Burirhat Vitor Bazar,1830482,7,FALSE,now(),now(),TRUE,91775
1831111,Gojghonta Road,1830482,7,FALSE,now(),now(),TRUE,91779
1831112,Jomchoura,1830483,7,FALSE,now(),now(),TRUE,148785
1831113,Alemar Bazar,1830483,7,FALSE,now(),now(),TRUE,91818
1831114,Boro Rupai,1830483,7,FALSE,now(),now(),TRUE,91819
1831115,Gawchowa Bazar,1830483,7,FALSE,now(),now(),TRUE,91821
1831116,Alemar Bazar,1830483,7,FALSE,now(),now(),TRUE,91817
1831117,Alemar Bazar,1830483,7,FALSE,now(),now(),TRUE,148787
1831118,Jomchoura,1830483,7,FALSE,now(),now(),TRUE,148786
1831119,Hajir Bazar,1830483,7,FALSE,now(),now(),TRUE,26261
1831120,Gawchowa Bazar,1830483,7,FALSE,now(),now(),TRUE,148788
1831121,Gawchowa Bazar,1830483,7,FALSE,now(),now(),TRUE,91820
1831122,Jomchoura,1830483,7,FALSE,now(),now(),TRUE,148789
1831123,Jomchora Uttor,1830483,7,FALSE,now(),now(),TRUE,91822
1831124,Boraibari Vitor Bazar,1830484,7,FALSE,now(),now(),TRUE,133233
1831125,Mondoler Hat,1830484,7,FALSE,now(),now(),TRUE,91810
1831126,Boraibari Bazar,1830484,7,FALSE,now(),now(),TRUE,91804
1831127,Bobai Bari 0 Point,1830484,7,FALSE,now(),now(),TRUE,133232
1831128,Mondoler Hat,1830484,7,FALSE,now(),now(),TRUE,91811
1831129,Boraibari 0 Point,1830484,7,FALSE,now(),now(),TRUE,148804
1831130,Boraibari 0 Point,1830484,7,FALSE,now(),now(),TRUE,148799
1831131,Mondoler  Vitor Bazar,1830484,7,FALSE,now(),now(),TRUE,148800
1831132,Boraibari Bazar,1830484,7,FALSE,now(),now(),TRUE,91805
1831133,Boraibari Vitor Bazar,1830484,7,FALSE,now(),now(),TRUE,148803
1831134,Mondoler  Vitor Bazar,1830484,7,FALSE,now(),now(),TRUE,148802
1831135,Mondoler  Vitor Bazar,1830484,7,FALSE,now(),now(),TRUE,148801
1831136,Betgari 0 Point,1830485,7,FALSE,now(),now(),TRUE,91699
1831137,Betgari Vitor Bazar,1830485,7,FALSE,now(),now(),TRUE,117632
1831138,Goru Hati,1830485,7,FALSE,now(),now(),TRUE,92718
1831139,Betgari Bazar,1830485,7,FALSE,now(),now(),TRUE,91705
1831140,Shoyra Bari more,1830485,7,FALSE,now(),now(),TRUE,148815
1831141,Shoyra bari more,1830485,7,FALSE,now(),now(),TRUE,133242
1831142,Goru Hati,1830485,7,FALSE,now(),now(),TRUE,92717
1831143,Pallarhat,1830485,7,FALSE,now(),now(),TRUE,133243
1831144,Goru Hati,1830485,7,FALSE,now(),now(),TRUE,92845
1831145,Betgari 0 Point,1830485,7,FALSE,now(),now(),TRUE,133241
1831146,Dangar Hat,1830485,7,FALSE,now(),now(),TRUE,91710
1831147,Chondoner Hat Road,1830485,7,FALSE,now(),now(),TRUE,117633
1831148,Betgari Bazar,1830485,7,FALSE,now(),now(),TRUE,91706
1831149,Dangar Hat,1830485,7,FALSE,now(),now(),TRUE,91709
1831150,Pallarhat,1830485,7,FALSE,now(),now(),TRUE,91712
1831151,Chondoner Hat Road,1830485,7,FALSE,now(),now(),TRUE,148817
1831152,Shoyra Bari More,1830485,7,FALSE,now(),now(),TRUE,133240
1831153,Betgari 0 Point,1830485,7,FALSE,now(),now(),TRUE,148816
1831154,Gojghonta Bazar,1830486,7,FALSE,now(),now(),TRUE,91752
1831155,Gojghonta Vitor Bazar,1830486,7,FALSE,now(),now(),TRUE,91753
1831156,Gojghonta Bazar Uttor,1830486,7,FALSE,now(),now(),TRUE,91749
1831157,Bottola,1830486,7,FALSE,now(),now(),TRUE,30303
1831158,Gojghonta Bazar Porbo,1830486,7,FALSE,now(),now(),TRUE,91748
1831159,Motleb Bazar,1830486,7,FALSE,now(),now(),TRUE,148814
1831160,Motleb Bazar,1830486,7,FALSE,now(),now(),TRUE,133239
1831161,Bottola,1830486,7,FALSE,now(),now(),TRUE,30498
1831162,Gojghonta Bazar,1830486,7,FALSE,now(),now(),TRUE,148813
1831163,Gojghonta Bazar Uttor,1830486,7,FALSE,now(),now(),TRUE,91751
1831164,Gojghonta Bazar Uttor,1830486,7,FALSE,now(),now(),TRUE,91750
1831165,Boksigonj Bazar,1830487,7,FALSE,now(),now(),TRUE,91680
1831166,College More,1830487,7,FALSE,now(),now(),TRUE,121909
1831167,Thakuradaho Bazar,1830487,7,FALSE,now(),now(),TRUE,91688
1831168,Bager Hat,1830487,7,FALSE,now(),now(),TRUE,133258
1831169,Boksigonj Bazar,1830487,7,FALSE,now(),now(),TRUE,91681
1831170,Vutka,1830487,7,FALSE,now(),now(),TRUE,133257
1831171,Cut Mill,1830487,7,FALSE,now(),now(),TRUE,91685
1831172,Thakuradaho Bazar,1830487,7,FALSE,now(),now(),TRUE,148831
1831173,Bager Hat,1830487,7,FALSE,now(),now(),TRUE,148830
1831174,Cut Mill,1830487,7,FALSE,now(),now(),TRUE,148829
1831175,Vutka,1830487,7,FALSE,now(),now(),TRUE,91690
1831176,College More,1830487,7,FALSE,now(),now(),TRUE,67101
1831177,Thakuradaho Bazar,1830487,7,FALSE,now(),now(),TRUE,148828
1831178,Zero Point,1830488,7,FALSE,now(),now(),TRUE,27278
1831179,Zero Point,1830488,7,FALSE,now(),now(),TRUE,11807
1831180,Dak Banglo,1830488,7,FALSE,now(),now(),TRUE,148832
1831181,Sanabil Market,1830488,7,FALSE,now(),now(),TRUE,91648
1831182,Vutka Road,1830488,7,FALSE,now(),now(),TRUE,117629
1831183,Union Porishod,1830488,7,FALSE,now(),now(),TRUE,76206
1831184,Dak Banglo,1830488,7,FALSE,now(),now(),TRUE,133259
1831185,Gongachora Vitor Bazar,1830488,7,FALSE,now(),now(),TRUE,91645
1831186,Zero Point,1830488,7,FALSE,now(),now(),TRUE,71990
1831187,Union Porishod,1830488,7,FALSE,now(),now(),TRUE,17344
1831188,Gongachora Vitor Bazar,1830488,7,FALSE,now(),now(),TRUE,91647
1831189,Vutka Road,1830488,7,FALSE,now(),now(),TRUE,148834
1831190,Vutka road,1830488,7,FALSE,now(),now(),TRUE,148836
1831191,Gongachora Vitor Bazar,1830488,7,FALSE,now(),now(),TRUE,148833
1831192,Union Porishod,1830488,7,FALSE,now(),now(),TRUE,148835
1831193,Mohila C Road,1830489,7,FALSE,now(),now(),TRUE,19149
1831194,Thana More,1830489,7,FALSE,now(),now(),TRUE,31095
1831195,Tetultola,1830489,7,FALSE,now(),now(),TRUE,78199
1831196,Shohid Minar,1830489,7,FALSE,now(),now(),TRUE,77290
1831197,Tetultola,1830489,7,FALSE,now(),now(),TRUE,31244
1831198,Upozela Gate,1830489,7,FALSE,now(),now(),TRUE,91665
1831199,Thana More,1830489,7,FALSE,now(),now(),TRUE,19001
1831200,Mohila C Road,1830489,7,FALSE,now(),now(),TRUE,45416
1831201,Mazarer Par,1830489,7,FALSE,now(),now(),TRUE,133230
1831202,Shohid Minar,1830489,7,FALSE,now(),now(),TRUE,101219
1831203,Mazarer Par,1830489,7,FALSE,now(),now(),TRUE,148837
1831204,Mohila C Road,1830489,7,FALSE,now(),now(),TRUE,91663
1831205,Shohid Minar,1830489,7,FALSE,now(),now(),TRUE,133260
1831206,Tetultola,1830489,7,FALSE,now(),now(),TRUE,2679
1831207,Mohila C Road,1830489,7,FALSE,now(),now(),TRUE,19151
1831208,Moyna Kuthi,1830490,7,FALSE,now(),now(),TRUE,91762
1831209,Omor,1830490,7,FALSE,now(),now(),TRUE,133235
1831210,Chourar Hat,1830490,7,FALSE,now(),now(),TRUE,133234
1831211,Shamlar Bazar,1830490,7,FALSE,now(),now(),TRUE,133236
1831212,Moyna Kuthi,1830490,7,FALSE,now(),now(),TRUE,91763
1831213,Chourar Hat,1830490,7,FALSE,now(),now(),TRUE,91758
1831214,Omor,1830490,7,FALSE,now(),now(),TRUE,148806
1831215,Shamlar Bazar,1830490,7,FALSE,now(),now(),TRUE,91766
1831216,Chourar Hat,1830490,7,FALSE,now(),now(),TRUE,148805
1831217,Kochua Bazar,1830491,7,FALSE,now(),now(),TRUE,52336
1831218,Soirabari Bazar,1830491,7,FALSE,now(),now(),TRUE,91855
1831219,Soirabari Bazar,1830491,7,FALSE,now(),now(),TRUE,148784
1831220,Soirabari Bazar,1830491,7,FALSE,now(),now(),TRUE,91854
1831221,Kochua Bazar,1830491,7,FALSE,now(),now(),TRUE,121032
1831222,Tulshir Hat,1830491,7,FALSE,now(),now(),TRUE,91856
1831223,Etimkhana More,1830491,7,FALSE,now(),now(),TRUE,91849
1831224,Kutub,1830491,7,FALSE,now(),now(),TRUE,91852
1831225,Kutub,1830491,7,FALSE,now(),now(),TRUE,91851
1831226,Etimkhana More,1830491,7,FALSE,now(),now(),TRUE,68954
1831227,Montur Mill,1830492,7,FALSE,now(),now(),TRUE,91695
1831228,Montur Mill,1830492,7,FALSE,now(),now(),TRUE,148824
1831229,Montur Mill,1830492,7,FALSE,now(),now(),TRUE,91694
1831230,Nobonidas,1830492,7,FALSE,now(),now(),TRUE,91698
1831231,Moulobi Bazar,1830492,7,FALSE,now(),now(),TRUE,71981
1831232,Anondollok Degree C More,1830492,7,FALSE,now(),now(),TRUE,91692
1831233,Moulobi Bazar,1830492,7,FALSE,now(),now(),TRUE,148823
1831234,Moulobi Bazar,1830492,7,FALSE,now(),now(),TRUE,35801
1831235,Anondollok Degree C More,1830492,7,FALSE,now(),now(),TRUE,91691
1831236,Montur Mill,1830492,7,FALSE,now(),now(),TRUE,133249
1831237,Nobonidas,1830492,7,FALSE,now(),now(),TRUE,133250
1831238,Anur bazar,1830493,7,FALSE,now(),now(),TRUE,133238
1831239,Chilanir Mazer,1830493,7,FALSE,now(),now(),TRUE,133237
1831240,Mohipur Bazar,1830493,7,FALSE,now(),now(),TRUE,86047
1831241,Chilanir Mazer,1830493,7,FALSE,now(),now(),TRUE,91740
1831242,Changmari Bazar,1830493,7,FALSE,now(),now(),TRUE,91738
1831243,Mohipur Bazar,1830493,7,FALSE,now(),now(),TRUE,91744
1831244,Anur Bazar,1830493,7,FALSE,now(),now(),TRUE,91732
1831245,Anur Bazar,1830493,7,FALSE,now(),now(),TRUE,91730
1831246,Changmari Bazar,1830493,7,FALSE,now(),now(),TRUE,91739
1831247,Union Parishad,1830493,7,FALSE,now(),now(),TRUE,81051
1831248,Anur Bazar,1830493,7,FALSE,now(),now(),TRUE,91733
1831249,Balar Ghat,1830493,7,FALSE,now(),now(),TRUE,91585
1831250,Mohipur Bazar,1830493,7,FALSE,now(),now(),TRUE,148812
1831251,Balar Ghat,1830493,7,FALSE,now(),now(),TRUE,148811
1831252,Anur Bazar,1830493,7,FALSE,now(),now(),TRUE,91731
1831253,Chilanir Mazer,1830493,7,FALSE,now(),now(),TRUE,91741
1831254,Balar Ghat,1830493,7,FALSE,now(),now(),TRUE,91586
1831255,Bottola,1830494,7,FALSE,now(),now(),TRUE,10435
1831256,Chowdurir hat,1830494,7,FALSE,now(),now(),TRUE,91843
1831257,Akiz Gate,1830494,7,FALSE,now(),now(),TRUE,91838
1831258,Bottola,1830494,7,FALSE,now(),now(),TRUE,30303
1831259,Mather par,1830494,7,FALSE,now(),now(),TRUE,91724
1831260,Chowdurir hat,1830494,7,FALSE,now(),now(),TRUE,91842
1831261,Monohor bazar,1830494,7,FALSE,now(),now(),TRUE,117640
1831262,Shukan Choki Bazar,1830494,7,FALSE,now(),now(),TRUE,91844
1831263,Mather Par,1830494,7,FALSE,now(),now(),TRUE,96022
1831264,Monohor,1830494,7,FALSE,now(),now(),TRUE,133229
1831265,Bottola,1830494,7,FALSE,now(),now(),TRUE,30498
1831266,Shukan Choki Bazar,1830494,7,FALSE,now(),now(),TRUE,91845
1831267,Akiz Gate,1830494,7,FALSE,now(),now(),TRUE,148783
1831268,Kodom Tola,1830495,7,FALSE,now(),now(),TRUE,127732
1831269,Khotkhotia Bazar,1830495,7,FALSE,now(),now(),TRUE,148791
1831270,Khotkhotia Bazar,1830495,7,FALSE,now(),now(),TRUE,148793
1831271,Jol Chottor,1830495,7,FALSE,now(),now(),TRUE,91830
1831272,Burail Bazar,1830495,7,FALSE,now(),now(),TRUE,91826
1831273,Tal Tola,1830495,7,FALSE,now(),now(),TRUE,91836
1831274,Kodom Tola,1830495,7,FALSE,now(),now(),TRUE,90935
1831275,Khotkhotia Bazar,1830495,7,FALSE,now(),now(),TRUE,91832
1831276,Burail Bazar,1830495,7,FALSE,now(),now(),TRUE,91825
1831277,Shekh Tari,1830495,7,FALSE,now(),now(),TRUE,91835
1831278,Chobbish Hazari,1830495,7,FALSE,now(),now(),TRUE,91828
1831279,Khotkhotia Bazar,1830495,7,FALSE,now(),now(),TRUE,91831
1831280,Chobbish Hazari,1830495,7,FALSE,now(),now(),TRUE,148792
1831281,Chobbish Hazari,1830495,7,FALSE,now(),now(),TRUE,148790
1831282,Benaroshi Polli,1830496,7,FALSE,now(),now(),TRUE,133254
1831283,Custom Bazar,1830496,7,FALSE,now(),now(),TRUE,133251
1831284,Habu 5 Matha,1830496,7,FALSE,now(),now(),TRUE,133252
1831285,Model Mosjid,1830496,7,FALSE,now(),now(),TRUE,133253
1831286,Gannarpar,1830496,7,FALSE,now(),now(),TRUE,91669
1831287,Custom Bazar,1830496,7,FALSE,now(),now(),TRUE,91667
1831288,Habu 5 Matha,1830496,7,FALSE,now(),now(),TRUE,91671
1831289,Medical More,1830496,7,FALSE,now(),now(),TRUE,148042
1831290,Custom Bazar,1830496,7,FALSE,now(),now(),TRUE,91666
1831291,Lifer More,1830496,7,FALSE,now(),now(),TRUE,91677
1831292,Gannarpar,1830496,7,FALSE,now(),now(),TRUE,91670
1831293,Kuriar More,1830496,7,FALSE,now(),now(),TRUE,133255
1831294,Lifer More,1830496,7,FALSE,now(),now(),TRUE,133256
1831295,Kuriar More,1830496,7,FALSE,now(),now(),TRUE,91675
1831296,Kuriar More,1830496,7,FALSE,now(),now(),TRUE,91676
1831297,Kuriar More,1830496,7,FALSE,now(),now(),TRUE,148827
1831298,Medical More,1830496,7,FALSE,now(),now(),TRUE,115133
1831299,Harhati,1830497,7,FALSE,now(),now(),TRUE,148809
1831300,Omor,1830497,7,FALSE,now(),now(),TRUE,133235
1831301,Burirhat kobaru,1830497,7,FALSE,now(),now(),TRUE,91899
1831302,Burirhat kobaru,1830497,7,FALSE,now(),now(),TRUE,148808
1831303,Bahadur Shing,1830497,7,FALSE,now(),now(),TRUE,91894
1831304,Burirhat kobaru,1830497,7,FALSE,now(),now(),TRUE,91898
1831305,Kallabon kasari,1830497,7,FALSE,now(),now(),TRUE,91866
1831306,Harhati,1830497,7,FALSE,now(),now(),TRUE,91903
1831307,Burirhat kobaru,1830497,7,FALSE,now(),now(),TRUE,91900
1831308,Kisamoth habu,1830497,7,FALSE,now(),now(),TRUE,91904
1831309,Burirhat kobaru,1830497,7,FALSE,now(),now(),TRUE,91901
1831310,Bahadur Shing,1830497,7,FALSE,now(),now(),TRUE,91893
1831311,Niokchandi,1830497,7,FALSE,now(),now(),TRUE,91906
1831312,Omor,1830497,7,FALSE,now(),now(),TRUE,148807
1831313,Kisamoth habu,1830497,7,FALSE,now(),now(),TRUE,148810
1831314,Bahadur Shing,1830497,7,FALSE,now(),now(),TRUE,91895
1831315,Shahebgonj More,1830498,7,FALSE,now(),now(),TRUE,91620
1831316,Saibgonj Bazar,1830498,7,FALSE,now(),now(),TRUE,91617
1831317,Shahid Vata,1830498,7,FALSE,now(),now(),TRUE,91623
1831318,Saibgonj Bazar,1830498,7,FALSE,now(),now(),TRUE,91618
1831319,Saibgonj Bazar Vitor,1830498,7,FALSE,now(),now(),TRUE,91616
1831320,Shahid Vata,1830498,7,FALSE,now(),now(),TRUE,91622
1831321,Shahebgonj More,1830498,7,FALSE,now(),now(),TRUE,91619
1831322,Saibgonj Bazar Vitor,1830498,7,FALSE,now(),now(),TRUE,91615
1831323,Saibgonj Bazar Road,1830498,7,FALSE,now(),now(),TRUE,148850
1831324,Saibgonj Bazar Road,1830498,7,FALSE,now(),now(),TRUE,148851
1831325,Bottola,1830498,7,FALSE,now(),now(),TRUE,30303
1831326,Shahebgonj More,1830498,7,FALSE,now(),now(),TRUE,91621
1831327,Bottola,1830498,7,FALSE,now(),now(),TRUE,30498
1831328,Shahid Vata,1830498,7,FALSE,now(),now(),TRUE,148852
1831329,Shahebgonj More,1830498,7,FALSE,now(),now(),TRUE,133261
1831330,Saibgonj Bazar Vitor,1830498,7,FALSE,now(),now(),TRUE,91613
1831331,Chotopul,1830499,7,FALSE,now(),now(),TRUE,91594
1831332,Collage Bazar,1830499,7,FALSE,now(),now(),TRUE,148846
1831333,Badher Par,1830499,7,FALSE,now(),now(),TRUE,91602
1831334,Ambagan,1830499,7,FALSE,now(),now(),TRUE,30268
1831335,Ambagan,1830499,7,FALSE,now(),now(),TRUE,21935
1831336,Podder Para,1830499,7,FALSE,now(),now(),TRUE,91608
1831337,Chotopul,1830499,7,FALSE,now(),now(),TRUE,91606
